precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
15,COVASNA,"CLĂDIREA FOSTEI ŞCOLI GENERALE CU CLASELE I-IV ERESTEGHIN",165,MOACŞA,64568,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:22:45",171,171,0,0,0,108,108,0,0,0,102,6,200,92,5,97
15,COVASNA,"GRĂDINIȚA CU PROGRAM NORMAL PĂDURENI",166,MOACŞA,64568,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:42:27",265,265,0,0,0,144,144,0,0,0,140,4,300,156,19,121
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”ORBAN BALAZS” MOACŞA",164,MOACŞA,64568,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:57:28",562,561,1,0,0,300,300,0,0,0,290,10,587,287,28,262
