precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
23,IALOMIŢA,"CĂMIN CULTURAL FRĂȚILEȘTI",203,SĂVENI,94376,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:49:01",344,344,0,0,0,172,172,0,0,0,166,6,413,241,88,4,18,56
23,IALOMIŢA,"GRĂDINIŢA SĂVENI",202,SĂVENI,94376,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:55:26",1181,1176,0,1,4,546,541,0,1,4,534,12,1300,754,439,11,48,36
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ SĂVENI",201,SĂVENI,94376,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 14:14:00",1214,1199,0,5,10,596,581,0,5,10,579,17,1300,704,464,18,64,33
