precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BAIAS MARINEL-PARTIDUL NAȚIONAL LIBERAL-voturi","COASA VIOREL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CREMENE MARINELA-NICOLETA-PARTIDUL SOCIAL DEMOCRAT-voturi"
13,CLUJ,"CĂMINUL CULTURAL",385,CĂŞEIU,56666,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:45:23",1214,1192,0,10,12,795,773,0,10,12,762,33,1307,512,396,321,45
13,CLUJ,"ŞCOALA COPLEAN",386,CĂŞEIU,56666,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:37:59",356,342,0,12,2,230,216,0,12,2,227,3,381,151,137,72,18
13,CLUJ,"ŞCOALA GARBĂUL DEJULUI",387,CĂŞEIU,56666,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:57:52",178,167,0,10,1,101,90,0,10,1,96,5,184,83,54,20,22
13,CLUJ,"ŞCOALA GIMNAZIALĂ RUGĂŞEŞTI",389,CĂŞEIU,56666,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:50:20",878,864,1,12,1,567,554,0,12,1,557,10,958,391,197,196,164
13,CLUJ,"ŞCOALA GUGA",388,CĂŞEIU,56666,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:18:13",251,242,0,7,2,176,167,0,7,2,170,5,267,92,69,66,35
13,CLUJ,"ŞCOALA PRIMARĂ URIŞOR",391,CĂŞEIU,56666,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:18:59",800,791,1,6,2,468,460,0,6,2,457,11,888,420,298,99,60
13,CLUJ,"ŞCOALA SĂLĂTRUC",390,CĂŞEIU,56666,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:41:39",110,102,0,8,0,87,79,0,8,0,82,5,117,30,45,32,5
