precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","FORȚA DREPTEI-voturi","UNGUREANU MIHAI-voturi"
29,NEAMŢ,"CAMIN CULTURAL",322,"ION CREANGĂ",123102,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:18:22",802,787,0,5,10,483,468,0,5,10,467,16,900,417,362,68,23,5,4,5
29,NEAMŢ,"CĂMIN CULTURAL",325,"ION CREANGĂ",123102,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:35:21",658,646,0,7,5,374,362,0,7,5,363,11,700,326,168,147,15,0,21,12
29,NEAMŢ,"CĂMIN CULTURAL",324,"ION CREANGĂ",123102,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:43:41",685,655,0,10,20,394,364,0,10,20,378,16,700,306,192,159,15,6,6,0
29,NEAMŢ,"CĂMIN CULTURAL NOU ȘI BIBLIOTECĂ",320,"ION CREANGĂ",123102,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:15:25",956,947,0,1,8,571,562,0,1,8,550,21,1100,529,186,302,55,5,1,1
29,NEAMŢ,"CĂMIN CULTURAL NOU ȘI BIBLIOTECĂ",321,"ION CREANGĂ",123102,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:19:07",1166,1149,0,3,14,648,631,0,3,14,624,24,1300,652,210,346,46,10,6,6
29,NEAMŢ,ŞCOALA,323,"ION CREANGĂ",123102,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:39:33",386,375,1,6,4,227,216,1,6,4,212,15,400,173,106,82,11,5,6,2
