precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
5,BIHOR,"CĂMINUL CULTURAL CORNIŞEŞTI",371,DOBREŞTI,29154,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:35:28",156,143,0,10,3,86,73,0,10,3,82,4,163,77,32,2,42,6,0
5,BIHOR,"CĂMINUL CULTURAL CRINCEŞTI",372,DOBREŞTI,29154,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:11:14",317,312,0,3,2,177,172,0,3,2,171,6,350,173,51,14,103,0,3
5,BIHOR,"CĂMINUL CULTURAL DOBREŞTI",370,DOBREŞTI,29154,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:57:38",1579,1550,1,13,15,903,875,0,13,15,812,91,1708,805,106,52,293,184,177
5,BIHOR,"CĂMINUL CULTURAL HIDIŞEL",373,DOBREŞTI,29154,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:42:17",544,537,0,2,5,348,341,0,2,5,344,4,597,249,71,17,234,1,21
5,BIHOR,"CĂMINUL CULTURAL LUNCASPRIE",374,DOBREŞTI,29154,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:50:06",777,738,1,15,23,471,433,0,15,23,459,12,809,338,50,30,345,4,30
5,BIHOR,"CĂMINUL CULTURAL TOPA DE SUS",376,DOBREŞTI,29154,5,PART,PRCNCT,CL,CL_SV,"2024-06-12 17:08:33",473,466,0,5,2,279,272,0,5,2,265,14,519,240,87,10,137,1,30
5,BIHOR,"ŞCOALA S04 TOPA DE JOS",375,DOBREŞTI,29154,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:51:49",157,153,0,4,0,98,94,0,4,0,95,2,166,69,23,8,55,1,8
