precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TÎR SIMION-PARTIDUL SOCIAL DEMOCRAT-voturi","MOGA VICTORIA-PARTIDUL NAȚIONAL LIBERAL-voturi"
1,ALBA,"CĂMINUL CULTURAL NECRILEȘTI",286,ÎNTREGALDE,4981,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:26:46",149,142,3,1,3,97,93,0,1,3,91,3,158,61,14,77
1,ALBA,"ȘCOALA CU CLASELE I-IV DEALU GEOAGIULUI",284,ÎNTREGALDE,4981,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:22:39",90,83,0,4,3,61,54,0,4,3,60,1,100,39,11,49
1,ALBA,"ȘCOALA CU CLASELE I-IV GHIONCANI",285,ÎNTREGALDE,4981,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:47:17",53,48,0,4,1,40,35,0,4,1,40,0,56,16,5,35
1,ALBA,"ȘCOALA GIMNAZIALĂ ÎNTREGALDE",283,ÎNTREGALDE,4981,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:46:53",227,214,0,3,10,146,133,0,3,10,143,3,220,74,27,116
