precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL BALOMIR",467,SÂNTĂMĂRIA-ORLEA,91232,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:43:41",271,258,2,5,6,193,182,0,5,6,188,4,280,87,105,25,8,45,5
22,HUNEDOARA,"CĂMINUL CULTURAL BUCIUM-ORLEA",469,SÂNTĂMĂRIA-ORLEA,91232,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:03:54",181,168,1,6,6,130,118,0,6,6,128,2,190,60,72,13,25,15,3
22,HUNEDOARA,"CĂMINUL CULTURAL SÂNPETRU",472,SÂNTĂMĂRIA-ORLEA,91232,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:22:08",213,200,0,8,5,160,149,0,8,3,158,2,217,57,108,27,7,15,1
22,HUNEDOARA,"CĂMINUL CULTURAL SÂNTĂMĂRIA-ORLEA",466,SÂNTĂMĂRIA-ORLEA,91232,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:42:32",636,619,0,8,9,452,435,0,8,9,440,12,690,238,209,88,44,85,14
22,HUNEDOARA,"ŞCOALA PRIMARĂ BĂRĂŞTII-HAŢEGULUI",468,SÂNTĂMĂRIA-ORLEA,91232,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:49:00",285,272,1,3,9,182,169,1,3,9,174,8,310,128,62,62,9,23,18
22,HUNEDOARA,"ŞCOALA PRIMARĂ CIOPEIA",470,SÂNTĂMĂRIA-ORLEA,91232,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:08:24",350,337,0,7,6,214,201,0,7,6,203,11,380,166,123,33,26,18,3
22,HUNEDOARA,"ŞCOALA PRIMARĂ SUBCETATE",473,SÂNTĂMĂRIA-ORLEA,91232,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:46:20",478,458,1,10,9,348,328,1,10,9,338,10,510,162,101,18,151,63,5
22,HUNEDOARA,"ŞCOALA SĂCEL",471,SÂNTĂMĂRIA-ORLEA,91232,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:58:21",242,234,0,1,7,163,155,0,1,7,155,8,260,97,94,26,14,8,13
