precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU AGIGEA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
14,CONSTANŢA,"GRĂDINIȚA CU ORAR NORMAL NR. 2",365,AGIGEA,60570,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:58:22",765,731,1,32,1,456,424,0,31,1,448,8,793,337,293,21,116,12,6
14,CONSTANŢA,"GRĂDINIȚA CU ORAR NORMAL STRUCTURA LAZU",366,AGIGEA,60570,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:51:21",2083,2043,5,35,0,1200,1165,0,35,0,1182,18,2240,1040,396,131,585,35,35
14,CONSTANŢA,"GRĂDINIȚA CU ORAR PRELUNGIT RIȚA GĂRGĂRIȚA - GRUPA FLUTURAȘILOR",363,AGIGEA,60570,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:07:55",1267,1248,0,13,6,826,807,0,13,6,789,37,1376,550,440,53,262,18,16
14,CONSTANŢA,"GRĂDINIȚA CU ORAR PRELUNGIT RIȚA GĂRGĂRIȚA - GRUPA RĂȚUȘTELOR",364,AGIGEA,60570,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:57:35",1087,1084,0,3,0,681,678,0,3,0,665,16,1185,504,327,40,252,29,17
14,CONSTANŢA,"ȘCOALA GIMNAZIALĂ ION BORCEA - CLASA 8",361,AGIGEA,60570,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:46:18",1320,1280,2,37,1,786,746,2,37,1,766,20,1409,623,407,43,278,29,9
14,CONSTANŢA,"ȘCOALA GIMNAZIALĂ ION BORCEA - SALA DE MESE",362,AGIGEA,60570,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:31:40",1539,1483,3,51,2,1033,980,0,51,2,1014,19,1614,581,564,65,346,22,17
