precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","STEOP DAVID-voturi"
2,ARAD,"CĂMINUL CULTURAL VLADIMIRESCU",417,VLADIMIRESCU,9397,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 16:00:40",1702,1686,8,8,0,643,635,0,8,0,628,15,1869,1226,395,70,62,52,49
2,ARAD,"CENTRU DE ZI VÂRSTNICI VLADIMIRESCU",419,VLADIMIRESCU,9397,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:19:11",1733,1716,6,9,2,722,710,1,9,2,691,31,1900,1178,509,57,33,28,64
2,ARAD,"CENTRUL DE CONSILIERE ȘI SPRIJIN PENTRU COPII ȘI ADULȚI",421,VLADIMIRESCU,9397,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:14:41",1687,1660,20,5,2,835,828,0,5,2,824,11,1840,1005,489,83,72,126,54
2,ARAD,"CLĂDIRE TAXE ŞI IMPOZITE HORIA",424,VLADIMIRESCU,9397,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:44:37",1167,1156,6,5,0,514,507,2,5,0,494,20,1280,766,254,147,69,15,9
2,ARAD,"GRĂDINIȚA CU PROGRAM NORMAL CICIR",422,VLADIMIRESCU,9397,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 17:09:39",876,868,2,6,0,415,409,0,6,0,404,11,960,545,291,44,46,18,5
2,ARAD,"PRIMĂRIA COMUNEI VLADIMIRESCU",418,VLADIMIRESCU,9397,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:31:55",1598,1590,0,8,0,656,648,0,8,0,627,29,1760,1104,403,63,60,47,54
2,ARAD,"ȘCOALA GIMNAZIALĂ HORIA",423,VLADIMIRESCU,9397,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:46:05",1061,1054,7,0,0,462,462,0,0,0,443,19,1170,708,249,121,45,22,6
2,ARAD,"ȘCOALA GIMNAZIALĂ VLADIMIRESCU",420,VLADIMIRESCU,9397,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 20:43:18",1454,1440,3,11,0,656,645,0,11,0,638,14,1598,946,437,67,75,28,31
2,ARAD,"ŞCOALA PRIMARĂ MÂNDRULOC",425,VLADIMIRESCU,9397,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:18:57",1234,1223,4,7,0,525,518,0,7,0,509,16,1360,835,358,56,59,20,16
