precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MOISE ALEXANDRU-PARTIDUL SOCIAL DEMOCRAT-voturi","NAE CRISTIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BURCEA FLORENŢA-PARTIDUL NAȚIONAL LIBERAL-voturi"
36,TELEORMAN,"CĂMIN CULTURAL STEJARU",291,STEJARU,154415,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:55:04",638,566,0,36,36,427,359,0,34,34,413,14,615,188,294,108,11
36,TELEORMAN,"CLĂDIREA ŞCOLII ELEMENTARE GRESIA",293,STEJARU,154415,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:41:03",105,88,0,12,5,90,73,0,12,5,87,1,90,2,51,34,2
36,TELEORMAN,"CLĂDIREA ŞCOLII GENERALE SOCETU",294,STEJARU,154415,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:27:30",609,546,0,42,21,461,398,0,42,21,423,14,623,162,306,106,11
36,TELEORMAN,"SEDIUL FOSTEI PRIMĂRII COMUNALE BRATCOV",292,STEJARU,154415,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:53:32",104,85,0,12,7,76,57,0,12,7,76,0,100,24,55,17,4
