precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GYULAI FRANCISC-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ILLE AUREL-DAN-PARTIDUL SOCIAL DEMOCRAT-voturi","CUC FLORIN-FRANCISC-voturi"
5,BIHOR,"CAMIN CULTURAL",616,TĂRCAIA,31609,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:58:43",365,316,0,40,9,311,262,0,40,9,304,7,360,38,22,280,2
5,BIHOR,"CAMIN CULTURAL",617,TĂRCAIA,31609,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:25:32",222,205,0,8,9,192,175,0,8,9,187,5,239,47,19,159,9
5,BIHOR,"PRIMARIA TARCAIA",614,TĂRCAIA,31609,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:17:01",931,862,3,30,36,720,653,1,30,36,707,13,986,266,355,302,50
5,BIHOR,"SCOALA CU CLASELE I-IV",615,TĂRCAIA,31609,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:43:36",173,143,0,21,9,144,114,0,21,9,140,4,168,24,3,134,3
