precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MURAD MOHAMMAD-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MITROI FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","GRASA CĂTĂLIN-NICOLAE-PARTIDUL SOCIAL DEMOCRAT-voturi","STANCOVICI CRISTIAN-PARTIDUL S.O.S. ROMÂNIA-voturi","PANĂ MIHAI-SIMION-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PALAZ CLAUDIU-IORGA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","BĂDRĂGAN DUMITRU-PARTIDUL ECOLOGIST ROMÂN-voturi","LUPU MIHAI-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
14,CONSTANŢA,"ANEXĂ ŞCOALA GIMNAZIALĂ NR.8",37,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:28:26",1726,1720,0,6,0,690,684,0,6,0,668,22,1900,1210,113,197,153,35,30,97,41,2
14,CONSTANŢA,"ANEXĂ ŞCOALA GIMNAZIALĂ NR.8",36,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:42:48",1107,1104,0,3,0,450,447,0,3,0,436,14,1200,750,52,136,107,33,10,66,18,14
14,CONSTANŢA,"ANEXĂ ŞCOALA GIMNAZIALĂ NR.8",33,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:19:24",1521,1515,1,5,0,620,615,0,5,0,595,25,1700,1080,87,179,138,27,10,107,22,25
14,CONSTANŢA,"ANEXĂ ŞCOALA GIMNAZIALĂ NR.8",32,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:13:34",835,832,0,3,0,371,368,0,3,0,358,13,900,529,41,130,76,19,4,54,19,15
14,CONSTANŢA,"ANEXA SEDIUL ADMINISTRATIV PRIMĂRIA COMUNEI CASTELU-SALA DE FESTIVITĂȚI 1",384,CASTELU,61121,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:51:45",1207,1189,3,9,6,707,691,1,9,6,670,37,1300,593,39,389,210,15,0,8,4,5
14,CONSTANŢA,"ANEXA SEDIUL ADMINISTRATIV PRIMĂRIA COMUNEI CASTELU-SALA DE FESTIVITĂȚI 2",385,CASTELU,61121,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:29:22",1465,1449,0,5,11,829,813,0,5,11,759,70,1600,771,40,399,282,12,3,14,4,5
14,CONSTANŢA,"ATELIER ŞCOALĂ",202,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:03:53",688,680,1,7,0,316,309,0,7,0,300,13,700,384,34,92,71,20,8,53,15,7
14,CONSTANŢA,"BAROUL CONSTANȚA",14,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:54:40",608,600,0,8,0,256,248,0,8,0,246,10,700,444,30,77,44,11,2,45,18,19
14,CONSTANŢA,"BAROUL CONSTANȚA",15,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:50:54",786,779,0,7,0,323,316,0,7,0,311,12,800,477,39,106,55,19,7,56,7,22
14,CONSTANŢA,"BAZA SPORTIVĂ MARINA",236,"MUNICIPIUL MANGALIA",60482,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:04:24",655,640,7,8,0,400,392,0,8,0,390,10,700,299,92,100,94,23,2,41,18,20
14,CONSTANŢA,"CĂMIN CULTURAL",454,INDEPENDENŢA,61871,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:38:20",308,298,0,2,8,197,187,0,2,8,178,9,300,113,19,87,19,1,0,52,0,0
14,CONSTANŢA,"CĂMIN CULTURAL ADAMCLISI",357,ADAMCLISI,60883,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:57:48",976,906,1,55,14,673,604,0,55,14,635,38,986,313,105,227,173,22,8,86,11,3
14,CONSTANŢA,"CĂMIN CULTURAL ALMĂLĂU",508,OSTROV,62538,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:59:18",639,628,1,10,0,349,339,0,10,0,328,12,700,358,46,143,112,13,0,7,2,5
14,CONSTANŢA,"CAMIN CULTURAL BUGEAC",509,OSTROV,62538,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:09:59",150,142,0,8,0,85,77,0,8,0,81,4,200,115,14,28,34,3,0,2,0,0
14,CONSTANŢA,"CĂMIN CULTURAL COBADIN",399,COBADIN,61318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:55:49",1939,1921,0,3,15,912,894,0,3,15,857,55,2000,1072,79,392,303,22,4,45,8,4
14,CONSTANŢA,"CĂMIN CULTURAL CORBU DE SUS",414,CORBU,61513,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:12:47",1816,1788,12,10,6,953,938,1,10,4,925,28,1900,947,173,198,438,42,6,26,11,31
14,CONSTANŢA,"CAMIN CULTURAL CRUCEA",418,CRUCEA,61559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:54:42",862,861,0,0,1,513,512,0,0,1,474,39,890,377,25,328,88,12,2,11,3,5
14,CONSTANŢA,"CĂMIN CULTURAL ESECHIOI",510,OSTROV,62538,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:42:03",196,184,0,12,0,113,101,0,12,0,110,3,200,87,9,20,76,2,0,2,0,1
14,CONSTANŢA,"CAMIN CULTURALGĂLBIORI",421,CRUCEA,61559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:40:52",254,249,0,3,2,157,152,0,3,2,153,4,300,143,10,119,14,4,1,3,0,2
14,CONSTANŢA,"CĂMIN CULTURAL GALIȚA",511,OSTROV,62538,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:48:11",598,591,0,7,0,279,272,0,7,0,267,12,600,321,33,134,88,6,0,4,0,2
14,CONSTANŢA,"CĂMIN CULTURAL GÎRLIȚA",512,OSTROV,62538,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:10:48",222,216,0,6,0,149,143,0,6,0,145,4,300,151,10,31,84,8,0,10,0,2
14,CONSTANŢA,"CAMIN CULTURAL IVRINEZU MARE",520,PEŞTERA,62707,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:35:59",716,708,2,5,1,366,360,0,5,1,349,17,800,434,33,113,155,30,2,11,0,5
14,CONSTANŢA,"CAMIN CULTURAL LIPNITA",468,LIPNIŢA,62057,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:21:46",426,417,0,2,7,426,417,0,2,7,409,17,800,374,22,191,147,14,4,13,1,17
14,CONSTANŢA,"CĂMIN CULTURAL NEGREȘTI",403,COBADIN,61318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:52:53",359,349,0,8,2,188,178,0,8,2,179,9,400,212,34,80,51,4,0,4,3,3
14,CONSTANŢA,"CĂMIN CULTURAL OSTROV",507,OSTROV,62538,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:48:44",1132,1128,0,2,2,667,663,0,2,2,606,28,1200,566,90,227,207,15,1,54,1,11
14,CONSTANŢA,"CĂMIN CULTURAL OSTROV",506,OSTROV,62538,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:19:43",847,842,1,3,1,482,478,0,3,1,458,16,900,418,76,181,144,8,1,30,9,9
14,CONSTANŢA,"CĂMIN CULTURAL PECINEAGA",517,PECINEAGA,62672,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:34:13",1365,1345,3,2,15,765,748,0,2,15,731,34,1481,716,81,134,394,72,6,28,8,8
14,CONSTANŢA,"CĂMIN CULTURAL PEŞTERA",519,PEŞTERA,62707,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:45:02",1509,1503,1,4,1,782,777,0,4,1,757,25,1700,918,111,351,211,34,4,31,2,13
14,CONSTANŢA,"CĂMIN CULTURAL SAT CIOCÎRLIA",397,CIOCÂRLIA,61283,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:15:54",1327,1267,1,35,24,896,837,0,35,24,861,35,1400,501,41,482,262,23,3,38,4,8
14,CONSTANŢA,"CĂMIN CULTURAL SAT CIOCÎRLIA DE SUS",398,CIOCÂRLIA,61283,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:49",1259,1231,0,5,23,868,840,0,5,23,819,38,1300,430,50,489,150,30,2,88,5,5
14,CONSTANŢA,"CĂMIN CULTURAL SIMINOC",308,"ORAŞ MURFATLAR",62360,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:59:35",1058,1046,0,7,5,639,627,0,7,5,623,16,1200,561,61,439,58,24,3,29,3,6
14,CONSTANŢA,"CĂMIN CULTURAL TĂTARU",411,COMANA,61452,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:01:53",547,537,2,3,5,282,273,1,3,5,270,12,600,318,70,152,36,9,0,1,0,2
14,CONSTANŢA,"CAMIN CULTURAL VULTURU",561,VULTURU,63170,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:28:35",570,563,0,1,6,338,331,0,1,6,328,10,600,262,21,16,262,15,2,9,1,2
14,CONSTANŢA,"CĂMINUL CULTURAL",494,"MIHAIL KOGĂLNICEANU",62191,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:30:05",380,372,0,8,0,380,372,0,8,0,365,15,700,320,61,221,52,19,0,4,1,7
14,CONSTANŢA,"CĂMINUL CULTURAL CANLIA",469,LIPNIŢA,62057,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:10:41",399,395,0,4,0,218,214,0,4,0,208,10,400,182,32,99,66,7,0,2,0,2
14,CONSTANŢA,"CĂMINUL CULTURAL CĂSCIOARELE",388,CERCHEZU,61167,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:57:03",227,221,0,5,1,147,141,0,5,1,140,7,300,153,6,31,42,5,0,54,0,2
14,CONSTANŢA,"CĂMINUL CULTURAL CERCHEZU",387,CERCHEZU,61167,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:43:46",409,388,0,13,8,262,241,0,13,8,252,10,400,138,21,56,118,8,2,42,3,2
14,CONSTANŢA,"CĂMINUL CULTURAL DOBROMIR -",437,DOBROMIR,61737,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:27:57",790,778,0,4,8,523,511,0,4,8,461,62,800,277,10,183,260,5,0,3,0,0
14,CONSTANŢA,"CĂMINUL CULTURAL DUMBRĂVENI",443,DUMBRĂVENI,63161,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:38:46",385,332,0,29,24,305,252,0,29,24,295,8,400,97,17,204,67,2,1,1,0,3
14,CONSTANŢA,"CĂMINUL CULTURAL LUMINA",478,LUMINA,63152,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:48:12",1658,1637,0,19,2,864,845,0,17,2,829,35,1800,919,130,273,230,51,24,81,19,21
14,CONSTANŢA,"CĂMINUL CULTURAL NISIPARI-SALA DE SPECTACOLE",386,CASTELU,61121,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:48:34",1665,1601,1,35,28,1113,1050,0,35,28,1071,42,1700,587,112,383,524,29,3,9,4,7
14,CONSTANŢA,"CĂMINUL CULTURAL TICHILEȘTI",452,HORIA,63278,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:10:34",248,242,0,5,1,124,118,0,5,1,119,5,300,176,7,79,24,3,0,5,0,1
14,CONSTANŢA,"CĂMINUL CULTURAL VIROAGA",390,CERCHEZU,61167,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:42:52",363,338,0,16,9,240,215,0,16,9,221,19,400,160,10,52,85,11,1,60,0,2
14,CONSTANŢA,"CAMPUS SOCIAL ”HENRI COANDĂ”",210,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:20:42",1809,1800,0,9,0,634,625,0,9,0,571,63,1800,1166,120,66,259,64,9,34,11,8
14,CONSTANŢA,"CASA AGRONOMULUI MĂGURA",389,CERCHEZU,61167,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:16:31",78,63,0,12,3,56,41,0,12,3,53,3,100,44,3,8,32,3,0,7,0,0
14,CONSTANŢA,"CASA CĂSĂTORIILOR",327,"ORAŞ NĂVODARI",60507,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:08:21",1383,1375,0,7,1,625,617,0,7,1,589,36,1500,875,105,120,163,48,11,60,41,41
14,CONSTANŢA,"CASA DE CULTURA",294,"ORAŞ HÂRŞOVA",60801,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:37:33",702,691,2,7,2,408,399,0,7,2,399,9,800,392,100,132,121,12,5,16,5,8
14,CONSTANŢA,"CASA DE CULTURĂ",306,"ORAŞ MURFATLAR",62360,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:05:23",1429,1420,0,6,3,807,798,0,6,3,784,14,1600,788,47,609,76,16,1,21,5,9
14,CONSTANŢA,"CASA DE CULTURĂ",329,"ORAŞ NĂVODARI",60507,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:35:11",1627,1619,2,6,0,706,700,0,6,0,677,29,1800,1094,140,169,166,49,6,66,26,55
14,CONSTANŢA,"CASA DE CULTURĂ",335,"ORAŞ NEGRU VODĂ",62397,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:15:41",1203,1178,1,17,7,657,633,0,17,7,602,55,1200,543,192,252,93,25,3,31,6,0
14,CONSTANŢA,"CASA DE CULTURĂ",328,"ORAŞ NĂVODARI",60507,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:09:47",1401,1359,30,10,2,663,651,0,10,2,639,24,1500,837,117,140,166,39,8,73,36,60
14,CONSTANŢA,"CASA DE CULTURĂ ”I.N.ROMAN”",239,"MUNICIPIUL MEDGIDIA",60847,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:23:23",801,793,1,6,1,350,343,0,6,1,339,11,900,550,37,135,72,19,9,35,16,16
14,CONSTANŢA,"CASA MUNICIPALĂ DE CULTURĂ",212,"MUNICIPIUL MANGALIA",60482,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:05:35",1528,1518,0,8,2,742,732,0,8,2,698,41,1700,961,138,196,204,38,17,62,21,22
14,CONSTANŢA,"CENTRU DE TINERET",559,"VALU LUI TRAIAN",63125,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:10:52",1929,1919,0,9,1,1018,1008,0,9,1,999,19,2100,1082,61,812,54,31,3,27,4,7
14,CONSTANŢA,"CENTRUL CULTURAL ”GABRIEL COTABIȚĂ” POIANA",348,"ORAŞ OVIDIU",60687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:37:47",1054,1042,0,11,1,614,602,0,11,1,586,16,1100,498,112,299,67,62,3,30,6,7
14,CONSTANŢA,"CENTRUL CULTURAL OVIDIU",346,"ORAŞ OVIDIU",60687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:22:44",1808,1792,1,11,4,943,928,0,11,4,898,45,1900,957,128,443,194,33,9,63,8,20
14,CONSTANŢA,"CENTRUL DE AFACERI NĂVODARI",332,"ORAŞ NĂVODARI",60507,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:31:55",1617,1578,22,17,0,529,512,0,17,0,511,4,1700,1173,92,163,70,30,10,87,20,39
14,CONSTANŢA,"CENTRUL DE AFACERI NĂVODARI",333,"ORAŞ NĂVODARI",60507,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:37:46",1551,1520,17,14,0,730,716,0,14,0,709,21,1285,555,137,232,103,35,9,121,24,48
14,CONSTANŢA,"CENTRUL DE PERFECȚIONARE AL MARINEI CIVILE",110,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:55:12",1448,1436,4,8,0,609,601,0,8,0,589,20,1600,979,74,227,91,20,11,118,27,21
14,CONSTANŢA,"CENTRUL DE PERFECȚIONARE AL MARINEI CIVILE",108,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:48:26",1957,1950,0,6,1,838,831,0,6,1,782,49,2000,1169,126,306,113,43,13,132,28,21
14,CONSTANŢA,"CENTRUL DE PERFECȚIONARE AL MARINEI CIVILE",109,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:28:57",1686,1682,1,3,0,709,706,0,3,0,693,16,1900,1191,96,246,147,17,13,133,13,28
14,CONSTANŢA,"CENTRUL JUDEŢEAN DE RESURSE ŞI ASISTENŢĂ EDUCAŢIONALĂ",180,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:52:04",1018,1008,1,9,0,497,488,0,9,0,467,30,1100,603,48,183,111,13,6,73,13,20
14,CONSTANŢA,"CENTRUL JUDEŢEAN DE RESURSE ŞI ASISTENŢĂ EDUCAŢIONALĂ",178,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:34:09",1134,1126,3,5,0,508,503,0,5,0,494,14,1200,692,78,183,87,7,10,89,26,14
14,CONSTANŢA,"CENTRUL JUDEŢEAN DE RESURSE ŞI ASISTENŢĂ EDUCAŢIONALĂ",179,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:30:15",942,921,7,14,0,470,456,0,14,0,449,21,1000,530,59,179,70,8,4,85,23,21
14,CONSTANŢA,"CENTRUL PENTRU TINERET",490,"MIHAIL KOGĂLNICEANU",62191,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:53:57",1383,1368,2,5,8,630,617,0,5,8,597,33,1500,870,69,406,53,38,1,17,0,13
14,CONSTANŢA,"CENTRUL ȘCOLAR ”ALBATROS”",120,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:34",712,705,0,7,0,300,293,0,7,0,283,17,796,496,38,108,62,11,3,37,11,13
14,CONSTANŢA,"CENTRUL ȘCOLAR ”ALBATROS”",118,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:45:10",868,858,1,9,0,381,372,0,9,0,366,13,900,521,57,110,86,18,8,55,13,19
14,CONSTANŢA,"CENTRUL ȘCOLAR ”ALBATROS”",119,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:17:54",978,968,2,7,1,431,423,0,7,1,413,18,1100,669,73,110,92,20,7,64,29,18
14,CONSTANŢA,"CENTRUL ȘCOLAR ”ALBATROS”",117,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:06:57",1510,1498,1,10,1,611,600,0,10,1,595,16,1600,989,82,188,131,33,13,107,26,15
14,CONSTANŢA,"CENTRUL ȘCOLAR ”ALBATROS”",116,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:42:19",1060,1054,1,5,0,454,449,0,5,0,438,16,1200,476,68,167,79,11,6,85,12,10
14,CONSTANŢA,"CENTRUL SCOLAR PENTRU EDUCATIE INCLUZIVA ”DELFINUL” (ŞCOALA AJUTATOARE NR. 1)",121,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:21:23",1527,1519,4,4,0,614,610,0,4,0,593,21,1700,1086,72,220,121,18,8,90,22,42
14,CONSTANŢA,"CENTRUL SCOLAR PENTRU EDUCATIE INCLUZIVA ”DELFINUL” (ŞCOALA AJUTATOARE NR. 1)",122,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:50:34",1523,1517,1,5,0,584,579,0,5,0,565,17,1700,1118,81,200,102,28,18,90,23,23
14,CONSTANŢA,"CENTRUL SCOLAR PENTRU EDUCATIE INCLUZIVA”MARIA MONTESSORI” (ŞCOALA AJUTATOARE NR. 2)",92,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:21:07",1549,1538,4,7,0,588,581,0,7,0,572,16,1700,1112,108,163,123,42,9,94,15,18
14,CONSTANŢA,"CENTRUL SCOLAR PENTRU EDUCATIE INCLUZIVA”MARIA MONTESSORI” (ŞCOALA AJUTATOARE NR. 2)",94,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:36:03",1007,1003,0,4,0,380,376,0,4,0,372,8,1100,720,54,146,54,16,7,71,13,11
14,CONSTANŢA,"CENTRUL SCOLAR PENTRU EDUCATIE INCLUZIVA”MARIA MONTESSORI” (ŞCOALA AJUTATOARE NR. 2)",93,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:24:35",783,771,1,11,0,365,360,0,5,0,355,5,900,535,55,123,58,12,6,65,14,22
14,CONSTANŢA,"CENTRUL SCOLAR PENTRU EDUCATIE INCLUZIVA”MARIA MONTESSORI” (ŞCOALA AJUTATOARE NR. 2)",95,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:00:12",819,809,2,8,0,353,345,0,8,0,344,9,900,547,55,100,81,14,10,61,8,15
14,CONSTANŢA,"CENTRU PENTRU TINERET",523,"POARTA ALBĂ",62761,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:26:16",1717,1482,0,5,230,1047,812,0,5,230,800,27,1600,553,148,518,69,25,3,23,5,9
14,CONSTANŢA,"CENTRU PENTRU TINERET",522,"POARTA ALBĂ",62761,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:31:35",1682,1674,0,5,3,926,918,0,5,3,912,14,1800,874,148,625,72,30,2,27,5,3
14,CONSTANŢA,"CLĂDIRE VESTIARE TEREN FOTBAL (STADION)",556,"VALU LUI TRAIAN",63125,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:25:18",1878,1870,1,6,1,962,955,0,6,1,919,43,2100,1138,66,713,71,29,4,20,6,10
14,CONSTANŢA,"CLUB PENSIONARI",336,"ORAŞ NEGRU VODĂ",62397,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:58:28",1230,1214,0,10,6,654,638,0,10,6,622,32,1300,646,243,225,90,19,1,21,6,17
14,CONSTANŢA,"CLUB SPITAL MANGALIA",232,"MUNICIPIUL MANGALIA",60482,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:41:03",840,827,0,10,3,450,438,0,10,2,429,21,900,450,79,149,117,23,4,31,9,17
14,CONSTANŢA,"CLUBUL SINDICATULUI „PETROCHIMISTUL”",324,"ORAŞ NĂVODARI",60507,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:01:09",1224,1218,1,5,0,555,550,0,5,0,519,36,1300,745,115,124,127,33,4,59,19,38
14,CONSTANŢA,"COLEGIUL COMERCIAL ”CAROL I”",8,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:48:17",842,811,26,5,0,364,359,0,5,0,349,15,884,520,37,109,65,11,7,84,24,12
14,CONSTANŢA,"COLEGIUL COMERCIAL ”CAROL I”",7,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:12:24",1275,1254,16,5,0,602,597,0,5,0,583,19,1400,798,54,245,101,16,9,119,21,18
14,CONSTANŢA,"COLEGIUL NAȚIONAL DE ARTE ”REGINA MARIA” (ȘCOALA NR. 42)",28,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:49:03",937,931,0,6,0,419,413,0,6,0,402,17,1000,581,62,128,111,19,6,51,12,13
14,CONSTANŢA,"COLEGIUL NAȚIONAL DE ARTE ”REGINA MARIA” (ȘCOALA NR. 42)",29,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:17:13",520,515,0,5,0,257,252,0,5,0,244,13,600,343,23,76,68,13,4,36,13,11
14,CONSTANŢA,"COLEGIUL NAȚIONAL DE ARTE ”REGINA MARIA” (ȘCOALA NR. 42)",27,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:08:25",841,833,0,8,0,439,431,0,8,0,428,11,900,461,48,154,90,15,8,77,16,20
14,CONSTANŢA,"COLEGIUL NAȚIONAL DE ARTE ”REGINA MARIA” (ȘCOALA NR. 42)",26,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:24:06",874,864,2,8,0,426,418,0,8,0,403,23,1000,574,63,115,91,19,13,73,19,10
14,CONSTANŢA,"COLEGIUL NAȚIONAL ”KEMAL ATATURK”",256,"MUNICIPIUL MEDGIDIA",60847,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:54:19",913,905,1,6,1,383,376,0,6,1,368,15,1000,617,58,161,63,35,2,20,4,25
14,CONSTANŢA,"COLEGIUL NATIONAL ” MIHAI EMINESCU”",2,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:39:33",588,573,8,7,0,239,232,0,7,0,220,12,700,468,36,74,47,7,1,41,5,9
14,CONSTANŢA,"COLEGIUL NATIONAL ” MIHAI EMINESCU”",1,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:53:42",1876,1841,21,14,0,344,329,1,14,0,329,15,1900,1556,55,107,58,10,2,65,18,14
14,CONSTANŢA,"COLEGIUL NAȚIONAL „MIHAI EMINESCU„",3,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:42:23",801,792,3,6,0,302,296,0,6,0,292,10,900,598,33,98,41,17,4,65,10,24
14,CONSTANŢA,"COLEGIUL NAŢIONAL MIRCEA CEL BĂTRÂN",5,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:07:32",572,560,3,9,0,280,271,0,9,0,271,8,700,419,30,92,65,2,4,55,10,13
