precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi","PARTIDUL VERDE-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"CASA DE PRĂZNUIRE A PAROHIEI ”SFINȚII ÎMPĂRAȚI CONSTANTIN ȘI ELENA” POIANA-ȘCHEII",686,ŞCHEIA,99290,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:40:26",410,407,0,3,0,214,211,0,3,0,211,3,481,267,24,116,54,9,1,2,5
24,IAŞI,"GRUP SCOLAR SCHEIA",683,ŞCHEIA,99290,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:08:21",902,892,0,10,0,482,472,0,10,0,458,24,900,418,16,270,125,16,3,2,26
24,IAŞI,"SCOALA GENERALĂ CĂUESTI",684,ŞCHEIA,99290,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:45:44",419,415,0,4,0,216,212,0,4,0,200,16,500,284,25,73,50,29,4,0,19
24,IAŞI,"SCOALA GENERALĂ CIOCA-BOCA",685,ŞCHEIA,99290,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:35:38",437,428,0,9,0,232,223,0,9,0,211,21,500,268,8,87,81,9,20,0,6
24,IAŞI,"SCOALA GENERALĂ SATU-NOU",687,ŞCHEIA,99290,4,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:55:55",290,283,0,7,0,143,136,0,7,0,131,11,300,158,4,78,34,7,2,0,6
