precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
32,"SATU MARE","CĂMINUL CULTURAL SOMEȘENII",131,APA,136802,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:01:06",234,223,0,5,6,168,157,0,5,6,163,5,240,72,34,105,9,10,5
32,"SATU MARE","CENTRU CULTURAL ”EMIL MATEI” APA",129,APA,136802,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:22:48",1023,995,0,6,22,645,617,0,6,22,629,16,1125,480,229,239,102,27,32
32,"SATU MARE","SCOALA GIMNAZIALĂ ”VASILE LUCACIU” APA",130,APA,136802,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:34:22",914,878,0,7,29,522,486,0,7,29,455,67,967,445,109,254,61,12,19
