precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BALAN MARINEL-PARTIDUL NAȚIONAL LIBERAL-voturi","BRĂTEANU ALEXANDRA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VOLANSCHI DORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","PALAHNIUC IULIAN-PARTIDUL VERDE-voturi","COTOC COCUŢA-PARTIDUL S.O.S. ROMÂNIA-voturi","COJOCARIU CAMELIA-ALINA-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
35,SUCEAVA,"CĂMIN CULTURAL PLUTONIŢA",155,"ORAŞ FRASIN",148612,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:57:50",939,930,0,7,2,499,490,0,7,2,488,11,1000,501,324,87,45,7,14,11
35,SUCEAVA,"PRIMĂRIA ORAŞULUI FRASIN",151,"ORAŞ FRASIN",148612,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:50:13",1318,1307,3,8,0,583,575,0,8,0,582,1,1400,817,138,291,102,8,13,30
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ BUCŞOAIA",153,"ORAŞ FRASIN",148612,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:02:13",1279,1272,0,3,4,725,718,0,3,4,711,14,1471,746,237,322,125,9,12,6
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ DOROTEIA",154,"ORAŞ FRASIN",148612,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:31:18",698,685,0,9,4,391,378,0,9,4,382,9,800,409,303,47,20,5,3,4
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ FRASIN",152,"ORAŞ FRASIN",148612,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:44:51",1020,1012,0,4,4,539,531,0,4,4,525,14,1100,561,190,261,28,32,4,10
