precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
39,VASLUI,"GRĂDINIŢA CU PROGRAM NORMAL, GURA VĂII",472,STĂNILEŞTI,165979,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:36:08",366,362,0,3,1,175,171,0,3,1,170,5,400,225,23,104,16,24,3
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1, CORP B",468,STĂNILEŞTI,165979,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:00:34",840,828,0,1,11,398,386,0,1,11,381,17,900,502,73,184,26,90,8
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1, CORP B",467,STĂNILEŞTI,165979,3,PART,PRCNCT,CL,CL_SV,"2024-06-15 14:54:38",1313,1288,0,3,22,610,585,0,3,22,579,31,1400,790,111,289,27,142,10
39,VASLUI,"ŞCOALA GIMNAZIALĂ, POGĂNEŞTI",473,STĂNILEŞTI,165979,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:51:25",905,869,1,6,29,434,399,0,6,29,414,20,1000,566,35,308,59,6,6
39,VASLUI,"ŞCOALA PRIMARĂ, BOGDANA - VOLOSENI",469,STĂNILEŞTI,165979,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:48:48",122,112,0,7,3,74,64,0,7,3,73,1,148,74,27,34,3,8,1
39,VASLUI,"ŞCOALA PRIMARĂ, BUDU - CANTEMIR",470,STĂNILEŞTI,165979,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:49:43",196,192,0,3,1,89,85,0,3,1,84,5,200,111,9,61,4,8,2
39,VASLUI,"ŞCOALA PRIMARĂ, CHERSĂCOSU",471,STĂNILEŞTI,165979,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:50:28",417,412,0,3,2,210,205,0,3,2,200,10,500,290,57,121,19,3,0
