precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CARALICEA GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","LERA MARIA-MELANIA-PARTIDUL NAȚIONAL LIBERAL-voturi","VASILACHE MIRCEA-MIHAI-UNIUNEA SALVAȚI ROMÂNIA-voturi","TURBĂCEANU DUMITRU-PARTIDUL SOCIAL DEMOCRAT-voturi","PANDURU GABRIEL-PARTIDUL MIȘCAREA POPULARĂ-voturi"
20,GORJ,"ŞCOALA GENERALĂ BAIA DE FIER",134,"BAIA DE FIER",78711,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:46:14",1430,1418,0,4,8,905,893,0,4,8,880,25,1600,695,51,222,81,480,46
20,GORJ,"ŞCOALA GENERALĂ BAIA DE FIER",133,"BAIA DE FIER",78711,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:46:20",1402,1383,0,9,10,917,898,0,9,10,895,22,1500,583,53,216,79,483,64
20,GORJ,"ŞCOALA GENERALĂ CERNĂDIA",135,"BAIA DE FIER",78711,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:56:59",655,643,0,7,5,403,391,0,7,5,399,4,713,310,22,102,11,211,53
