precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","FORȚA DREPTEI-voturi","POPA ION-ANDREIŢĂ-voturi"
17,DOLJ,"CAMIN CULTURAL GHIZDAVESTI",296,CELARU,71634,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:43:57",1208,1154,0,29,25,833,779,0,29,25,756,77,1300,467,398,139,185,2,13,19
17,DOLJ,"CAMIN CULTURAL MAROTINU DE JOS",297,CELARU,71634,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:21:58",509,465,1,23,20,327,284,0,23,20,307,20,500,173,135,19,133,2,10,8
17,DOLJ,"CAMIN CULTURAL MAROTINU DE SUS",298,CELARU,71634,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:00:59",450,417,0,19,14,272,239,0,19,14,261,11,500,228,136,12,101,1,6,5
17,DOLJ,"SCOALA NOUA CELARU",295,CELARU,71634,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:14:46",1522,1400,1,62,59,1024,903,0,62,59,908,54,1500,538,356,91,411,3,10,37
