precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PÎRVU CONSTANTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CAPŞA GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","HENŢIU IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BĂLAN FELICIAN-MIHAI-PARTIDUL NAȚIONAL VATRA ROMÂNEASCĂ-voturi"
22,HUNEDOARA,"CĂMIN CULTURAL MUNCELU MARE",514,VEŢEL,91982,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:55:16",59,51,0,8,0,38,30,0,8,0,37,1,65,27,6,23,8,0
22,HUNEDOARA,"CĂMINUL CULTURAL LEȘNIC",512,VEŢEL,91982,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:55:31",288,272,0,7,9,288,272,0,7,9,286,2,500,212,68,105,110,3
22,HUNEDOARA,"CĂMINUL CULTURAL MINTIA",513,VEŢEL,91982,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:14:12",923,908,7,6,2,529,518,3,6,2,511,18,1000,471,50,272,167,22
22,HUNEDOARA,"CĂMINUL CULTURAL VEŢEL",511,VEŢEL,91982,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:10:11",924,903,4,9,8,537,520,0,9,8,537,0,1000,463,97,206,217,17
22,HUNEDOARA,"ŞCOALA PRIMARĂ MUNCELU MIC",515,VEŢEL,91982,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:14:37",96,88,0,8,0,65,57,0,8,0,64,1,100,35,8,27,29,0
