precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DOBREAN MARIA-ROVENA-VIOLETA-PARTIDUL SOCIAL DEMOCRAT-voturi","CAPOTESCU LION-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","LUPULESCU SAMUEL-ALIANȚA ELECTORALĂ PNL - PUSL-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL DRĂGSINEŞTI",398,FÂRDEA,156927,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:05:40",419,385,1,19,14,331,298,0,19,14,323,8,400,69,255,10,58
37,TIMIŞ,"CĂMINUL CULTURAL FÂRDEA",397,FÂRDEA,156927,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:39:23",592,534,9,27,22,430,379,2,27,22,409,21,627,197,317,16,76
37,TIMIŞ,"CĂMINUL CULTURAL GLADNA ROMÂNĂ",399,FÂRDEA,156927,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:27:28",449,425,0,7,17,343,319,0,7,17,333,10,500,157,263,3,67
