precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-voturi"
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL NOVACU",239,ARGETOAIA,70744,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 00:55:50",231,219,0,7,5,165,153,0,7,5,158,7,300,135,12,93,41,12
17,DOLJ,"ȘCOALA. GIMNAZIALĂ SALCIA",241,ARGETOAIA,70744,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:26:19",1044,954,0,58,32,741,652,0,58,31,699,42,1000,259,35,528,132,4
17,DOLJ,"ȘCOALA. PRIMARĂ LEORDOASA",238,ARGETOAIA,70744,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:24:48",399,386,0,9,4,215,202,0,9,4,210,5,500,285,27,116,54,13
17,DOLJ,"ȘCOALA. PRIMARĂ PIRIA",240,ARGETOAIA,70744,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:30:47",277,265,1,8,3,184,173,0,8,3,174,10,300,116,10,117,45,2
17,DOLJ,"ȘCOALA PROFESIONALĂ C-TIN ARGETOAIANU",237,ARGETOAIA,70744,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:56:22",691,661,2,22,6,418,390,0,22,6,392,26,700,282,37,290,58,7
17,DOLJ,"ȘCOALA PROFESIONALĂ C-TIN ARGETOAIANU",236,ARGETOAIA,70744,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:08:01",1116,1076,2,21,17,556,517,1,21,17,541,15,1188,632,49,317,164,11
