precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
9,BRĂILA,"CĂMINUL CULTURAL ŞUŢEŞTI",246,ŞUŢEŞTI,44140,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:55:47",1086,1042,0,9,35,650,606,0,9,35,632,18,1200,550,385,212,7,15,13
9,BRĂILA,"GRĂDINIȚA 25 LOCURI",249,ŞUŢEŞTI,44140,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:44:14",288,269,1,13,5,173,155,0,13,5,168,5,320,147,55,108,0,1,4
9,BRĂILA,"ŞCOALA GIMNAZIALĂ ŞUŢEŞTI (ŞCOALA DE ARTE ŞI MESERII)",248,ŞUŢEŞTI,44140,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:55:07",927,907,0,5,15,578,558,0,5,15,551,27,950,372,332,201,4,2,12
9,BRĂILA,"ŞCOALA GIMNAZIALĂ ŞUŢEŞTI (ŞCOALA DE ARTE ŞI MESERII)",247,ŞUŢEŞTI,44140,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:03:51",1239,1209,1,6,23,791,762,0,6,23,754,37,1340,549,529,189,5,13,18
