precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
14,CONSTANŢA,"GRĂDINIȚA CU PROGRAM NORMAL MIORIȚA",396,CIOBANU,61256,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:35:27",235,227,0,8,0,128,120,0,8,0,124,4,250,122,35,74,5,10
14,CONSTANŢA,"ȘCOALA PROFESIONALĂ CIOBANU",394,CIOBANU,61256,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:37:06",1262,1261,0,1,0,772,771,0,1,0,746,26,1396,624,227,433,45,41
14,CONSTANŢA,"ȘCOALA PROFESIONALĂ CIOBANU",395,CIOBANU,61256,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:02:17",1292,1289,0,3,0,804,801,0,3,0,765,23,1418,630,270,414,40,41
