precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MÂNCILĂ MIHĂIŢĂ-PARTIDUL SOCIAL DEMOCRAT-voturi","NAIMAN VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CIOCAN CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ŢÂRU GHEORGHE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","CRIŞAN DANIEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
18,GALAŢI,"CĂMIN CULTURAL PECHEA",374,PECHEA,76969,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:31:55",1936,1928,2,6,0,769,763,0,6,0,743,26,2200,1431,413,31,231,46,22
18,GALAŢI,"GRĂDINIŢA CU PROGRAM NORMAL ”VIOLETA” PECHEA",373,PECHEA,76969,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:59:44",1279,1273,0,5,1,509,503,0,5,1,495,14,1450,941,241,19,185,44,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ „ALEXANDRU MORUZI” PECHEA",371,PECHEA,76969,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:33:25",1403,1397,0,5,1,616,610,0,5,1,599,17,1550,934,305,25,213,40,16
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 1 PECHEA",370,PECHEA,76969,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:57:25",1206,1203,0,3,0,516,513,0,3,0,504,12,1371,855,250,28,171,32,23
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 3 PECHEA",372,PECHEA,76969,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:53:01",1652,1645,1,4,2,643,637,0,4,2,624,19,1610,967,287,26,253,45,13
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 4 PECHEA",375,PECHEA,76969,2,PART,PRCNCT,P,P_SV,"2024-06-11 23:51:46",1718,1701,0,6,11,679,662,0,6,11,656,23,1883,1204,291,38,139,144,44
