precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SAGHIN VIRGIL-PARTIDUL NAȚIONAL LIBERAL-voturi","STRUGARIU CORNEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","STIBLEI ANGHEL-NICOLAE-PARTIDUL SOCIAL DEMOCRAT-voturi"
35,SUCEAVA,"CĂMINUL CULTURAL PALTINU",525,"VATRA MOLDOVIŢEI",150980,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:38:13",684,678,1,2,3,366,361,0,2,3,362,4,800,434,265,72,25
35,SUCEAVA,"CĂMINUL CULTURAL VATRA MOLDOVIȚEI",522,"VATRA MOLDOVIŢEI",150980,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:45:17",1181,1158,0,9,14,695,672,0,9,14,676,19,1300,605,543,57,76
35,SUCEAVA,"CENTRU DE ZI PENTRU COPII",523,"VATRA MOLDOVIŢEI",150980,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:01:06",626,606,3,0,17,382,365,0,0,17,368,14,700,318,284,50,34
35,SUCEAVA,"SALA POLIVALENTĂ CIUMÂRNA",524,"VATRA MOLDOVIŢEI",150980,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:37:27",387,384,0,3,0,202,199,0,3,0,197,5,400,198,177,12,8
35,SUCEAVA,"ŞCOALA PRIMARĂ SPĂRTURI",526,"VATRA MOLDOVIŢEI",150980,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:35:39",718,709,0,2,7,456,447,0,2,7,441,15,728,272,342,86,13
