precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi","FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
3,ARGEŞ,"CĂMIN CULTURAL MĂŢĂU",392,MIOARELE,17334,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:45:21",950,943,0,1,6,693,686,0,1,6,676,17,1015,322,264,192,26,62,132
3,ARGEŞ,"ŞCOALA PRIMARĂ I-IV SUSLĂNEŞTI",393,MIOARELE,17334,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:43:53",317,307,0,6,4,195,185,0,6,4,191,4,371,176,68,110,2,2,9
