precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
18,GALAŢI,"GRADINITA TULUCESTI",413,TULUCEŞTI,77331,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:25:14",1786,1766,0,5,15,836,816,0,5,15,826,10,1972,1136,29,48,548,186,15
18,GALAŢI,"SALA DE SPORT SIVITA",415,TULUCEŞTI,77331,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 21:01:12",1062,1037,0,6,19,507,482,0,6,19,488,19,1141,634,23,34,299,125,7
18,GALAŢI,"SCOALA TATARCA",417,TULUCEŞTI,77331,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:53:24",622,599,0,4,19,279,256,0,4,19,266,13,669,390,11,15,185,54,1
18,GALAŢI,"SCOALA TULUCESTI",414,TULUCEŞTI,77331,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:33:33",1995,1962,2,6,25,924,893,0,6,25,890,34,2191,1267,26,59,599,190,16
18,GALAŢI,"ŞCOALA VECHE ŞIVIŢA",416,TULUCEŞTI,77331,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 21:03:35",1011,988,0,6,17,454,431,0,6,17,433,21,1105,651,17,38,271,99,8
