precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VIGH SEBASTIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","GELLÉN-BUŞTEA DORINA-SUSANA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","SHAMMAT ABDALLA - KHALID-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MONENCIU CĂLIN-IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","HUPLE GHEORGHE-SORIN-PARTIDUL SOCIAL DEMOCRAT-voturi"
5,BIHOR,"CĂMINUL CULTURAL CIUMEGHIU",335,CIUMEGHIU,28665,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:54:18",1567,1551,3,11,2,1100,1087,0,11,2,1016,84,1705,605,79,14,292,292,339
5,BIHOR,"ȘCOALA GENERALĂ GHIORAC",337,CIUMEGHIU,28665,1,PART,PRCNCT,P,P_SV,"2024-06-10 13:55:41",1284,1268,6,4,6,704,693,1,4,6,667,36,1396,693,12,125,36,191,303
5,BIHOR,"ȘCOALA GIMNAZIALĂ BOIU",336,CIUMEGHIU,28665,1,PART,PRCNCT,P,P_SV,"2024-06-10 13:35:13",619,598,1,14,6,426,406,0,14,6,413,13,802,373,7,125,45,185,51
