precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MOLDOVAN NICOLAE-GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","POPA AUGUSTIN-PARTIDUL NAȚIONAL LIBERAL-voturi"
1,ALBA,"CĂMIN CULTURAL HOPÎRTA",266,HOPÂRTA,4703,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:06:15",204,199,0,2,3,104,99,0,2,3,99,5,220,116,9,90
1,ALBA,"CĂMIN CULTURAL SILIVAŞ",267,HOPÂRTA,4703,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:11:49",244,240,0,3,1,157,153,0,3,1,155,2,265,108,6,149
1,ALBA,"CĂMIN CULTURAL ŞPĂLNACA",268,HOPÂRTA,4703,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:44:54",137,128,0,7,2,80,71,0,7,2,76,4,142,62,8,68
1,ALBA,"CĂMIN CULTURAL TURDAŞ",269,HOPÂRTA,4703,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:19:42",133,127,0,3,3,78,72,0,3,3,74,4,150,72,17,57
1,ALBA,"CĂMIN CULTURAL VAMA SEACĂ",270,HOPÂRTA,4703,1,PROV,PRCNCT,P,P_SV,"2024-06-10 00:05:05",107,103,0,2,2,107,103,0,2,2,107,0,160,53,6,101
