precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BURAGA GIANIN-LOREDAN-PARTIDUL NAȚIONAL LIBERAL-voturi","CHELARIU CLAUDIU-DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","HUŢANU DUMITRU-OVIDIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
7,BOTOŞANI,"SCOALA MIHALASENI",314,MIHĂLĂŞENI,38241,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:10:20",1703,1684,0,3,16,374,355,0,3,16,368,6,1875,1501,137,229,2
7,BOTOŞANI,"SCOALA NASTASE",315,MIHĂLĂŞENI,38241,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:01:00",343,326,0,2,15,201,184,0,2,15,191,10,400,199,31,143,17
7,BOTOŞANI,"SCOALA NEGRESTI",316,MIHĂLĂŞENI,38241,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:31:13",410,388,0,2,20,245,223,0,2,20,236,7,400,157,47,173,16
7,BOTOŞANI,"SCOALA SARATA",317,MIHĂLĂŞENI,38241,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:58:55",420,400,0,3,17,264,244,0,3,17,260,4,500,236,51,207,2
