precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi"
40,VÂLCEA,"BLOC B1 - LICEUL TEHNOLOGIC DE TURISM CĂLIMĂNEŞTI",139,"ORAŞ CĂLIMĂNEŞTI",167909,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:05:44",899,892,1,6,0,491,484,1,6,0,470,20,990,500,176,77,42,165,10
40,VÂLCEA,"CENTRUL DE INFORMARE TURISTICA CACIULATA",143,"ORAŞ CĂLIMĂNEŞTI",167909,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:19:07",648,643,0,4,1,359,354,0,4,1,345,14,720,361,117,29,36,160,3
40,VÂLCEA,"CENTRUL NAȚIONAL DE INFORMARE ȘI PROMOVARE TURISTICĂ CĂLIMĂNEŞTI",142,"ORAŞ CĂLIMĂNEŞTI",167909,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:20:29",511,499,0,11,1,277,265,0,11,1,266,11,550,273,98,24,16,125,3
40,VÂLCEA,"ŞCOALA GENERALĂ SEACA",138,"ORAŞ CĂLIMĂNEŞTI",167909,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:44:08",432,419,0,8,5,279,266,0,8,5,266,13,483,204,98,12,21,133,2
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ JIBLEA VECHE",144,"ORAŞ CĂLIMĂNEŞTI",167909,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:37:55",975,971,0,3,1,475,471,0,3,1,413,62,1070,595,241,39,31,91,11
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ JIBLEA VECHE",145,"ORAŞ CĂLIMĂNEŞTI",167909,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:16:20",978,968,3,6,1,526,519,0,6,1,498,28,1064,538,232,50,29,175,12
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ”ŞERBAN VODĂ CANTACUZINO” CĂLIMĂNEŞTI",140,"ORAŞ CĂLIMĂNEŞTI",167909,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:40:32",810,801,0,6,3,467,458,0,6,3,450,17,890,423,169,42,38,186,15
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ ”ȘERBAN VODĂ CANTACUZINO” CĂLIMĂNEȘTI",141,"ORAŞ CĂLIMĂNEŞTI",167909,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:52:18",988,981,0,6,1,578,571,0,6,1,557,21,1080,502,204,41,64,239,9
40,VÂLCEA,"ŞCOALA PRIMARĂ JIBLEA NOUĂ",146,"ORAŞ CĂLIMĂNEŞTI",167909,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:28:35",916,912,1,3,0,515,512,0,3,0,490,22,1000,488,221,29,27,210,3
