precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POGHIRC ALEXANDRU-DRAGOŞ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CHIPER ALINA-MIHAELA-PARTIDUL SOCIAL DEMOCRAT-voturi","IACOB ALEXANDRU-PARTIDUL NAȚIONAL LIBERAL-voturi","FLOREA IONEL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ARSENE COSTICĂ-voturi"
39,VASLUI,"ŞCOALA GIMNAZIALĂ PERIENI - CENTRU",403,PERIENI,165274,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:27:03",1260,1256,1,3,0,662,659,0,3,0,617,45,1400,738,167,263,164,20,3
39,VASLUI,"ŞCOALA PRIMARĂ PERIENI - SATUL NOU",404,PERIENI,165274,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:07:57",1371,1371,0,0,0,697,697,0,0,0,668,29,1500,803,128,262,242,26,10
39,VASLUI,"ŞCOALA PRIMARĂ PERIENI - VALE",405,PERIENI,165274,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:08:47",450,444,0,6,0,219,213,0,6,0,197,22,479,260,23,88,69,11,6
