precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
13,CLUJ,"CENTRUL CULTURAL ICLOD",507,ICLOD,58142,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:07:31",1593,1587,1,5,0,706,701,0,5,0,664,42,1764,1058,65,285,240,31,43
13,CLUJ,"SCOALA DIN FUNDATURA",508,ICLOD,58142,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:34:53",579,567,3,9,0,283,274,0,9,0,275,8,625,342,18,148,83,5,21
13,CLUJ,"SCOALA DIN LIVADA",509,ICLOD,58142,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:02:03",902,894,0,4,4,386,378,0,4,4,372,14,998,372,24,144,144,17,43
13,CLUJ,"SCOALA DIN ORMAN",510,ICLOD,58142,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:35:48",409,394,0,6,9,193,178,0,6,9,182,11,442,249,11,51,107,10,3
