precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DRULĂ  CĂTĂLIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","BĂLUȚĂ  DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","BURCEA  GEORGE-VALENTIN-PARTIDUL OAMENILOR TINERI-voturi","CIUCU  CIPRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","CICEALĂ  ANA-MARIA-SĂNĂTATE EDUCAȚIE NATURĂ SUSTENABILITATE-voturi","FLOAREA  LIVIU-GHEORGHE-PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","MACOVEI  GHEORGHE-PARTIDUL ROMÂNIA MARE-voturi","CREȚU  OANA-PARTIDUL SOCIAL DEMOCRAT UNIT-voturi","LASCA  MIHAI-IOAN-PATRIOȚII POPORULUI ROMÂN-voturi","LAZĂR  RAREȘ-PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","ALEXANDRESCU  ANCA-NICOLETA-DREPTATE PENTRU BUCUREȘTI-voturi","TRIFU DĂNUȚ-ANGELO-CANDIDAT INDEPENDENT-voturi","TEODOROVICI  EUGEN-ORLANDO-CANDIDAT INDEPENDENT-voturi","NEȚOIU  GHEORGHE-CANDIDAT INDEPENDENT-voturi","GHEORGHE  VLAD-DAN-CANDIDAT INDEPENDENT-voturi","NEGROTĂ  ANGELA-CANDIDAT INDEPENDENT-voturi","FILIP  CONSTANTIN-TITIAN-CANDIDAT INDEPENDENT-voturi"
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.128",985,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:02:55",896,847,41,8,0,225,217,0,8,0,224,1,1000,775,26,41,2,71,16,0,0,1,0,0,64,0,1,1,0,0,1
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.128",989,"BUCUREŞTI SECTORUL 5",179187,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 04:16:15",1203,1119,61,7,16,487,463,1,7,16,484,3,1400,913,40,94,0,208,33,0,0,0,0,0,107,0,0,0,1,1,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.128",990,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:57:50",803,783,11,9,0,348,339,0,9,0,345,3,998,650,46,81,0,156,12,1,0,0,0,0,46,1,0,0,0,0,2
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.128",979,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:03:05",1032,1008,15,9,0,421,412,0,9,0,417,4,1200,779,50,72,0,176,29,0,0,0,0,0,89,0,0,0,1,0,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.128",986,"BUCUREŞTI SECTORUL 5",179187,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 00:16:07",1014,893,107,14,0,308,294,0,14,0,306,2,1000,692,42,50,0,129,19,0,0,0,0,0,62,2,1,1,0,0,0
47,"MUNICIPIUL BUCUREŞTI - SECTOR 4","ŞCOALA GIMNAZIALĂ NR. 129",836,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 01:10:37",1510,1498,3,8,1,594,585,0,8,1,588,6,1700,1106,83,169,2,147,36,1,1,2,0,1,138,0,2,2,0,3,1
47,"MUNICIPIUL BUCUREŞTI - SECTOR 4","ŞCOALA GIMNAZIALĂ NR. 129",835,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:26:05",1525,1514,4,7,0,502,495,0,7,0,497,5,1700,1198,61,166,2,125,31,2,0,1,0,0,104,0,4,0,1,0,0
47,"MUNICIPIUL BUCUREŞTI - SECTOR 4","ŞCOALA GIMNAZIALĂ NR. 129",837,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:06:15",1241,1232,4,5,0,396,391,0,5,0,396,0,1400,1004,46,121,0,100,26,0,0,0,0,0,98,2,1,0,0,0,2
47,"MUNICIPIUL BUCUREŞTI - SECTOR 4","ŞCOALA GIMNAZIALĂ NR. 129",833,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 01:22:10",1301,1289,1,11,0,484,473,0,11,0,478,6,1400,916,63,133,1,139,32,0,0,2,0,0,102,2,4,0,0,0,0
47,"MUNICIPIUL BUCUREŞTI - SECTOR 4","ŞCOALA GIMNAZIALĂ NR. 129",834,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:14:59",1401,1389,3,9,0,597,588,0,9,0,592,5,1500,903,81,186,0,148,21,0,0,1,0,1,152,0,1,0,0,1,0
47,"MUNICIPIUL BUCUREŞTI - SECTOR 4","ȘCOALA GIMNAZIALĂ NR. 129",838,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 21:58:34",1302,1292,1,9,0,470,461,0,9,0,462,8,1400,930,74,136,3,112,22,1,0,1,0,0,107,1,3,0,1,0,1
44,"MUNICIPIUL BUCUREŞTI - SECTOR 1","ŞCOALA GIMNAZIALĂ NR.13",12,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:07:40",1214,1205,1,8,0,397,389,0,8,0,391,6,1340,943,43,79,4,97,30,0,0,0,1,0,130,0,3,2,0,0,2
44,"MUNICIPIUL BUCUREŞTI - SECTOR 1","ŞCOALA GIMNAZIALĂ NR.13",10,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:46:48",1295,1282,1,12,0,423,411,0,12,0,415,8,1410,987,39,84,1,87,20,1,0,2,0,1,173,1,1,2,0,0,3
44,"MUNICIPIUL BUCUREŞTI - SECTOR 1","ŞCOALA GIMNAZIALĂ NR.13",11,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 23:39:23",1258,1221,14,7,16,463,440,0,7,16,461,2,1360,897,83,77,0,186,19,0,0,1,2,0,88,0,2,2,0,0,1
44,"MUNICIPIUL BUCUREŞTI - SECTOR 1","ȘCOALA GIMNAZIALĂ NR.13",9,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:23:50",1334,1320,6,8,0,507,497,2,8,0,503,4,1460,953,81,96,0,192,23,1,1,0,0,0,106,0,1,1,0,1,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.131",1010,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:21:51",1960,1951,2,7,0,452,445,0,7,0,446,6,2000,1548,37,92,0,110,20,0,1,0,1,0,177,1,3,0,2,2,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.131",1005,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:46:40",1485,1406,1,7,71,404,351,0,7,46,396,8,1600,1196,45,78,4,64,5,0,0,4,0,0,188,1,1,4,0,1,1
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.131",1007,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:22:15",1398,1334,3,9,52,315,254,0,9,52,306,9,1404,1089,27,97,2,63,16,0,1,1,1,0,94,1,2,1,0,0,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.131",1008,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:47:24",1876,1833,33,4,6,466,456,0,4,6,465,1,2200,1734,41,106,1,90,24,1,1,3,1,1,191,1,0,1,0,3,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.131",1009,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:36:16",1565,1492,1,4,68,503,431,0,4,68,500,3,1602,1099,41,124,4,105,24,0,4,2,0,0,190,1,3,1,0,0,1
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.131",1006,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:26:57",1680,1601,2,9,68,406,357,0,9,40,398,8,1800,1394,43,95,4,70,13,2,1,6,1,1,159,0,0,1,1,0,1
47,"MUNICIPIUL BUCUREŞTI - SECTOR 4","ŞCOALA GIMNAZIALĂ NR. 133",726,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:49:04",1453,1418,11,9,15,527,504,0,9,14,522,5,1604,1077,79,168,2,119,31,0,2,0,0,0,115,0,2,2,1,1,0
47,"MUNICIPIUL BUCUREŞTI - SECTOR 4","ŞCOALA GIMNAZIALĂ NR. 133",727,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 23:00:05",1482,1420,6,9,47,617,561,0,9,47,605,12,1600,983,81,165,2,174,35,3,1,4,4,0,131,0,1,2,1,1,0
47,"MUNICIPIUL BUCUREŞTI - SECTOR 4","ȘCOALA GIMNAZIALĂ NR. 133",725,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:09:33",1442,1402,6,10,24,508,474,0,10,24,505,3,1600,1092,65,165,2,107,21,0,0,0,0,0,132,4,4,3,2,0,0
47,"MUNICIPIUL BUCUREŞTI - SECTOR 4","ȘCOALA GIMNAZIALĂ NR. 133",724,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:34:57",1726,1665,0,12,49,609,552,0,12,45,603,6,1800,1191,73,183,1,128,38,1,4,7,0,3,155,4,3,1,1,1,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.134",856,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:09:03",1401,1386,8,6,1,384,377,0,6,1,382,2,1600,1216,34,140,3,39,25,3,0,1,1,0,132,1,2,0,0,1,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.134",862,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:06:16",1495,1485,2,8,0,276,267,1,8,0,275,1,1600,1324,17,100,3,41,5,1,1,0,1,0,103,0,0,1,0,2,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.134",861,"BUCUREŞTI SECTORUL 5",179187,4,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 05:18:05",1609,1598,0,11,0,287,276,0,11,0,280,7,1800,1513,25,83,1,25,17,0,1,2,0,1,123,0,1,0,0,1,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.134",860,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:04:20",1628,1621,0,7,0,284,277,0,7,0,275,9,1800,1516,11,87,2,40,5,0,1,0,1,0,120,0,5,1,1,1,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.134",859,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:23:57",1637,1626,2,9,0,306,297,0,9,0,302,4,1800,1494,23,94,2,37,11,0,0,1,1,1,126,1,1,1,0,2,1
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.134",858,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:22:49",1944,1934,1,9,0,372,363,0,9,0,368,4,2000,1628,20,85,1,63,16,0,1,0,0,0,180,1,0,0,1,0,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.134",857,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:05:42",1400,1387,7,6,0,333,327,0,6,0,326,7,1600,1267,25,93,2,42,13,1,2,2,0,0,144,0,1,0,1,0,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.134",855,"BUCUREŞTI SECTORUL 5",179187,3,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 01:14:45",1618,1602,3,12,1,331,318,0,12,1,326,5,1800,1469,26,93,1,39,11,1,0,1,0,0,150,0,1,0,1,1,1
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.134",854,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:15:22",1426,1416,1,9,0,355,346,0,9,0,353,2,1600,1245,36,88,1,38,19,0,1,1,1,0,162,1,2,3,0,0,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.134",853,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 23:17:26",1940,1885,43,12,0,520,508,0,12,0,518,2,2002,1482,37,150,3,88,22,0,1,1,0,0,206,1,3,3,0,1,2
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.134",852,"BUCUREŞTI SECTORUL 5",179187,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 04:37:01",1821,1805,2,14,0,191,177,0,14,0,188,3,2000,1809,14,55,0,42,9,3,0,1,0,0,62,1,0,0,0,1,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.135",893,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 21:56:19",1183,1174,2,7,0,345,338,0,7,0,340,5,1400,1055,33,92,0,87,11,1,0,0,1,0,109,0,2,3,0,1,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.135",892,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:40:27",1251,1236,5,10,0,464,454,0,10,0,459,5,1400,936,50,114,1,133,21,0,1,1,0,1,132,1,2,1,0,0,1
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.135",894,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:48:33",1620,1611,1,8,0,525,517,0,8,0,520,5,1806,1281,62,100,3,146,20,2,2,1,3,0,175,1,2,2,0,0,1
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.135",891,"BUCUREŞTI SECTORUL 5",179187,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 05:09:52",1064,1051,3,10,0,385,375,0,10,0,375,10,1206,821,37,79,2,117,13,0,0,0,0,0,120,0,2,0,1,3,1
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.136",871,"BUCUREŞTI SECTORUL 5",179187,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 04:02:16",1415,1407,0,8,0,279,271,0,8,0,277,2,1600,1321,22,108,4,25,6,0,2,1,0,0,108,1,0,0,0,0,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.136",869,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:02:17",1740,1737,0,3,0,197,194,0,3,0,191,6,1800,1603,14,89,3,6,5,0,0,3,0,0,66,0,1,2,1,1,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.136",870,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:01:52",1210,1204,0,6,0,242,236,0,6,0,240,2,1400,1158,8,85,1,24,16,0,1,0,1,1,98,0,1,3,0,1,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.136",873,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:05:43",1397,1389,0,8,0,268,260,0,8,0,264,4,1602,1334,14,74,0,41,19,0,1,2,0,0,109,1,0,2,0,1,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.136",872,"BUCUREŞTI SECTORUL 5",179187,3,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 05:14:19",1421,1410,4,7,0,267,260,0,7,0,263,4,1600,1333,25,84,1,31,10,1,0,1,1,0,108,0,0,0,0,1,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.136",867,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 21:47:10",1724,1713,1,10,0,263,253,0,10,0,259,4,1800,1537,20,75,2,36,14,0,0,0,0,2,106,0,0,1,0,1,2
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.136",868,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:41:56",1226,1218,0,8,0,185,177,0,8,0,181,4,1400,1215,12,56,2,22,9,0,0,0,1,0,75,0,0,3,1,0,0
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","ŞCOALA GIMNAZIALĂ NR.142",1229,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:37:39",1571,1558,4,9,0,542,533,0,9,0,539,3,1600,1058,58,109,0,213,32,0,0,0,0,0,117,1,2,1,1,3,2
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","ŞCOALA GIMNAZIALĂ NR.142",1227,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:13:56",1409,1400,3,6,0,465,459,0,6,0,462,3,1400,935,35,71,1,190,28,0,0,0,0,1,133,0,2,0,0,1,0
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","ŞCOALA GIMNAZIALĂ NR.142",1226,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:26:10",1469,1451,15,3,0,616,613,0,3,0,613,3,1400,784,81,91,3,308,33,0,1,1,1,0,85,1,3,0,1,2,2
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","ŞCOALA GIMNAZIALĂ NR.142",1225,"BUCUREŞTI SECTORUL 6",179196,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 02:47:17",1260,1244,13,3,0,459,456,0,3,0,456,3,1200,741,39,96,0,200,25,1,1,1,0,0,88,0,1,2,0,1,1
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","ŞCOALA GIMNAZIALĂ NR.142",1224,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 21:58:32",1056,1043,2,11,0,351,340,0,11,0,350,1,1000,649,31,50,0,155,20,0,0,0,0,0,90,0,1,1,1,1,0
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","ŞCOALA GIMNAZIALĂ NR.142",1232,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:33:01",1328,1294,25,9,0,473,464,0,9,0,468,5,1400,927,53,59,2,229,21,0,1,0,1,1,99,0,1,1,0,0,0
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","ŞCOALA GIMNAZIALĂ NR.142",1228,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:35:40",1209,1182,21,6,0,399,393,0,6,0,395,4,1200,801,41,52,0,181,21,0,1,0,2,0,95,0,0,1,0,0,1
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","ŞCOALA GIMNAZIALĂ NR.142",1231,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:03:05",1195,1180,9,6,0,422,416,0,6,0,420,2,1200,778,25,81,0,183,21,0,0,0,0,0,106,0,2,0,1,0,1
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","ŞCOALA GIMNAZIALĂ NR.142",1230,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:04:40",1350,1337,0,13,0,473,460,0,13,0,470,3,1400,927,42,75,0,193,21,0,3,0,0,0,131,1,1,1,0,1,1
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.143",1043,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:11:31",970,962,3,5,0,317,312,0,5,0,317,0,1200,883,33,57,0,129,28,0,0,0,0,0,67,1,2,0,0,0,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.143",1045,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:13:46",1025,1018,1,6,0,310,304,0,6,0,306,4,1200,890,28,67,0,87,27,0,0,0,0,0,96,0,0,0,0,1,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.143",1046,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:23:26",1086,1078,1,7,0,345,338,0,7,0,342,3,1202,857,45,86,2,92,18,0,0,4,0,0,91,2,0,1,1,0,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.143",1047,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:13:07",877,871,0,6,0,268,262,0,6,0,266,2,1000,732,25,57,0,93,13,0,0,0,0,0,74,1,0,1,0,2,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.143",1049,"BUCUREŞTI SECTORUL 5",179187,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 01:47:01",921,913,2,6,0,303,297,0,6,0,301,2,1037,734,32,66,0,98,16,1,1,0,0,0,81,1,1,1,2,0,1
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.143",1048,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 21:49:30",1042,1032,2,8,0,259,251,0,8,0,259,0,1200,941,25,63,0,76,10,1,0,1,0,0,82,0,0,0,0,1,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.143",1044,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:13:16",1193,1182,3,8,0,386,378,0,8,0,379,7,1400,1014,52,80,2,132,22,0,0,0,0,0,86,1,3,0,0,1,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.143",1040,"BUCUREŞTI SECTORUL 5",179187,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 03:49:55",932,914,11,6,1,324,317,0,6,1,323,1,1200,876,31,84,2,107,17,1,0,0,0,0,76,1,2,1,1,0,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.143",1039,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:00:56",1050,1039,0,11,0,364,353,0,11,0,363,1,1200,836,53,109,0,93,18,0,1,0,0,0,87,0,0,1,0,0,1
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.143",1038,"BUCUREŞTI SECTORUL 5",179187,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 23:17:24",1054,1041,1,12,0,318,306,0,12,0,317,1,1200,882,33,90,0,98,8,0,1,0,0,0,83,0,2,1,0,1,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.143",1037,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 21:55:27",1113,1100,2,11,0,305,294,0,11,0,305,0,1200,895,35,99,1,84,12,0,0,1,0,0,69,0,1,1,1,0,1
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.143",1036,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 21:58:55",1003,994,1,8,0,327,319,0,8,0,327,0,1200,873,38,79,1,99,21,0,0,1,0,0,88,0,0,0,0,0,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.143",1041,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 21:44:05",1169,1161,2,6,0,352,346,0,6,0,344,8,1200,848,22,102,2,99,20,0,1,2,2,0,92,1,1,0,0,0,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.143",1042,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:00:39",993,986,3,4,0,330,326,0,4,0,328,2,1200,870,43,82,0,86,18,0,0,1,0,0,98,0,0,0,0,0,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.144",1034,"BUCUREŞTI SECTORUL 5",179187,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 04:29:29",1736,1717,5,14,0,582,568,0,14,0,576,6,1800,1218,57,83,2,282,31,1,1,2,0,0,109,1,0,0,2,0,5
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.144",1033,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 23:21:42",1899,1882,9,8,0,597,589,0,8,0,591,6,2000,1403,51,81,0,241,34,0,1,0,0,0,175,4,1,0,1,2,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.144",1032,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:05:03",1601,1588,2,11,0,596,585,0,11,0,593,3,1600,1004,55,85,0,294,32,0,0,0,1,0,120,1,0,1,1,0,3
