precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TĂNASE FLORIN-MARIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","BUSDUCEANU COSTINEL-PARTIDUL SOCIAL DEMOCRAT-voturi","GOGOAȘE CĂTĂLIN-ȘTEFĂNIȚĂ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BĂLUȚĂ NICOLAE-PARTIDUL S.O.S. ROMÂNIA-voturi","PĂSĂRICĂ ION-PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi"
17,DOLJ,"ANEXĂ ȘCOALĂ",492,SOPOT,74242,1,PART,PRCNCT,P,P_SV,"2025-12-07 21:51:35",274,259,0,4,11,213,198,0,4,11,210,3,300,87,11,163,36,0,0
17,DOLJ,"SCOALA CU CLASELE I-IV PIETROAIA",494,SOPOT,74242,1,PART,PRCNCT,P,P_SV,"2025-12-07 21:39:11",337,333,0,1,3,243,239,0,1,3,238,5,370,127,32,193,3,0,10
17,DOLJ,"SCOALA CU CLASELE I-IV SOPOT",491,SOPOT,74242,2,PART,PRCNCT,P,P_SV,"2025-12-07 22:31:48",362,346,0,6,10,239,223,0,6,10,235,4,390,151,57,170,7,1,0
17,DOLJ,"SCOALA CU CLASELE I-VIII BELOŢ",493,SOPOT,74242,1,PART,PRCNCT,P,P_SV,"2025-12-07 21:18:54",245,235,0,6,4,181,171,0,6,4,178,3,250,69,38,136,3,1,0
17,DOLJ,"SCOALA SÎRSCA",495,SOPOT,74242,1,PART,PRCNCT,P,P_SV,"2025-12-07 21:19:12",121,113,0,3,5,85,77,0,3,5,85,0,130,45,7,69,9,0,0
