precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TOȘCUȚĂ IULIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","SIGARTĂU IONUȚ-CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ONOFREI VASILE-PARTIDUL S.O.S. ROMÂNIA-voturi","BUHĂ FLORIN-DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALECU-GIREADĂ ANDREEA-CRISTINA-PARTIDUL SOCIAL DEMOCRAT-voturi","ZMĂU VASILE-CORNEL-PARTIDUL OAMENILOR TINERI-voturi","PURICE IOAN-CANDIDAT INDEPENDENT-voturi"
7,BOTOŞANI,"ȘCOALA CĂTĂMĂREȘTI",306,"MIHAI EMINESCU",38063,1,PART,PRCNCT,P,P_SV,"2025-12-07 21:54:12",514,514,0,0,0,248,248,0,0,0,242,6,600,352,1,51,1,14,124,22,29
7,BOTOŞANI,"SCOALA CĂTĂMĂREȘTI DEAL",308,"MIHAI EMINESCU",38063,1,PART,PRCNCT,P,P_SV,"2025-12-07 22:08:39",1737,1734,2,1,0,643,642,0,1,0,630,13,1900,1257,19,190,9,42,253,33,84
7,BOTOŞANI,"SCOALA CĂTĂMĂREȘTI DEAL",307,"MIHAI EMINESCU",38063,1,PART,PRCNCT,P,P_SV,"2025-12-07 23:08:20",1755,1751,3,1,0,751,750,0,1,0,734,17,1922,1171,8,257,33,34,216,64,122
7,BOTOŞANI,"SCOALA CERVICEȘTI",309,"MIHAI EMINESCU",38063,1,PART,PRCNCT,P,P_SV,"2025-12-07 21:51:59",719,719,0,0,0,381,381,0,0,0,375,6,750,369,1,133,6,12,178,38,7
7,BOTOŞANI,"SCOALA CUCORĂNI",310,"MIHAI EMINESCU",38063,1,PART,PRCNCT,P,P_SV,"2025-12-07 23:06:36",691,689,1,1,0,393,392,0,1,0,387,6,750,357,3,47,6,43,88,194,6
7,BOTOŞANI,"SCOALA IPOTEȘTI",305,"MIHAI EMINESCU",38063,1,PART,PRCNCT,P,P_SV,"2025-12-07 22:08:27",520,516,2,2,0,313,310,1,2,0,309,4,600,287,3,47,2,13,190,26,28
7,BOTOŞANI,"ȘCOALA STÎNCEȘTI",311,"MIHAI EMINESCU",38063,1,PART,PRCNCT,P,P_SV,"2025-12-07 23:29:49",1460,1456,4,0,0,539,539,0,0,0,525,14,1600,1061,13,98,15,33,281,26,59
