precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ȚOFEI SIMION-PARTIDUL SOCIAL DEMOCRAT-voturi","PISTEN IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","HOLDIȘ IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ NR. 4",362,"POIENILE DE SUB MUNTE",108473,1,PART,PRCNCT,P,P_SV,"2025-12-07 22:54:18",1099,1094,0,4,1,488,483,0,4,1,469,19,1200,712,251,43,175
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ NR. 4",361,"POIENILE DE SUB MUNTE",108473,1,PART,PRCNCT,P,P_SV,"2025-12-07 22:44:55",1148,1144,0,3,1,501,497,0,3,1,491,10,1292,791,255,84,152
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ NR. 4, STRUCTURA LUHEI",363,"POIENILE DE SUB MUNTE",108473,1,PART,PRCNCT,P,P_SV,"2025-12-07 23:01:37",908,898,0,5,5,447,437,0,5,5,441,6,1000,553,155,167,119
26,MARAMUREŞ,"ȘCOALA NEJNI CRAI",360,"POIENILE DE SUB MUNTE",108473,1,PART,PRCNCT,P,P_SV,"2025-12-07 23:14:25",1138,1133,0,4,1,503,498,0,4,1,495,8,1300,797,341,35,119
26,MARAMUREŞ,"ȘCOALA PRIMARĂ SI GRĂDINIȚA",359,"POIENILE DE SUB MUNTE",108473,1,PART,PRCNCT,P,P_SV,"2025-12-07 22:31:09",1107,1101,0,4,2,460,454,0,4,2,455,5,1200,740,203,66,186
26,MARAMUREŞ,"ȘCOALA PROFESIONALĂ",358,"POIENILE DE SUB MUNTE",108473,1,PART,PRCNCT,P,P_SV,"2025-12-07 23:28:32",1129,1120,0,9,0,450,441,0,9,0,440,10,1200,750,184,42,214
26,MARAMUREŞ,"ȘCOALA PROFESIONALĂ",357,"POIENILE DE SUB MUNTE",108473,1,PART,PRCNCT,P,P_SV,"2025-12-07 23:50:57",1205,1200,2,3,0,536,531,2,3,0,524,12,1300,764,214,39,271
