precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALI EGEVIT-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NICULCEA PAUL-PARTIDUL NAȚIONAL LIBERAL-voturi","CONSTANTIN ION-UNIUNEA SALVAȚI ROMÂNIA-voturi","OSMAN SINAN-PARTIDUL S.O.S. ROMÂNIA-voturi","IUSEIN VISEL-PARTIDUL SOCIAL DEMOCRAT-voturi"
14,CONSTANŢA,"CĂMINUL CULTURAL DOBROMIR -",438,DOBROMIR,61737,1,PART,PRCNCT,P,P_SV,"2025-12-07 21:59:50",815,807,0,0,8,462,454,0,0,8,450,12,885,423,7,107,1,0,335
14,CONSTANŢA,"ȘCOALA GEN CU CLS. I - IV PĂDURENI",442,DOBROMIR,61737,1,PART,PRCNCT,P,P_SV,"2025-12-07 21:34:57",109,107,0,2,0,50,48,0,2,0,48,2,117,67,1,27,3,0,17
14,CONSTANŢA,"SCOALA GENERALA SAT CETATEA",439,DOBROMIR,61737,1,PART,PRCNCT,P,P_SV,"2025-12-07 21:34:21",198,189,0,4,5,135,126,0,4,5,133,2,206,71,0,105,0,0,28
14,CONSTANŢA,"ȘCOALA PRIMARA NR 1 VALENI",443,DOBROMIR,61737,1,PART,PRCNCT,P,P_SV,"2025-12-07 22:17:24",798,796,0,2,0,451,449,0,2,0,443,8,875,424,1,86,0,0,356
14,CONSTANŢA,"SCOALA PRIMARA NR 2 DOBROMIR DEAL",440,DOBROMIR,61737,1,PART,PRCNCT,P,P_SV,"2025-12-07 21:28:32",268,265,0,1,2,166,163,0,1,2,162,4,291,125,2,86,2,0,72
14,CONSTANŢA,"ȘCOALA PRIMARA NR 3 LESPEZI",441,DOBROMIR,61737,1,PART,PRCNCT,P,P_SV,"2025-12-07 22:02:27",441,439,0,0,2,293,291,0,0,2,287,6,482,189,2,97,1,3,184
