precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ASOLTANEI VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","LUPU BOGDAN-CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","NEDER MARIA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GHEORGHICĂ DUMITRU-PARTIDUL OAMENILOR TINERI-voturi"
24,IAŞI,"CAMINUL CULTURAL VINATORI",759,VÂNĂTORI,100086,1,PART,PRCNCT,P,P_SV,"2025-12-07 22:07:03",870,842,0,1,27,479,451,0,1,27,475,4,910,431,103,367,0,5
24,IAŞI,"SCOALA CU CLASELE I-IV GURA-BIDILITEI",761,VÂNĂTORI,100086,1,PART,PRCNCT,P,P_SV,"2025-12-07 21:55:42",494,485,0,5,4,252,243,0,5,4,247,5,600,348,108,136,0,3
24,IAŞI,"ȘCOALA CU CLASELE I-VIII CRIVEȘTI",760,VÂNĂTORI,100086,1,PART,PRCNCT,P,P_SV,"2025-12-07 23:34:20",1181,1146,0,2,33,769,734,0,2,33,757,12,1200,431,553,192,7,5
24,IAŞI,"ȘCOALA GIMNAZIALĂ HÎRTOAPE",762,VÂNĂTORI,100086,1,PART,PRCNCT,P,P_SV,"2025-12-07 22:46:00",915,893,0,7,15,590,569,0,7,14,585,5,1000,410,79,471,1,34
24,IAŞI,"ȘCOALA PRIMARĂ VLĂDNICUȚ",763,VÂNĂTORI,100086,1,PART,PRCNCT,P,P_SV,"2025-12-07 21:19:55",121,116,0,5,0,71,66,0,5,0,70,1,200,129,17,53,0,0
